From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Pathway	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs
A0A8Q3WM02	A0A8Q3WM02	unreviewed	A0A8Q3WM02_HUMAN	Complement C3	C3	Homo sapiens (Human)	1229		complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; inflammatory response [GO:0006954]	extracellular space [GO:0005615]; endopeptidase inhibitor activity [GO:0004866]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; inflammatory response [GO:0006954]	GO:0004866; GO:0005615; GO:0006954; GO:0006957; GO:0006958
A0A9H3ZR93	A0A9H3ZR93	unreviewed	A0A9H3ZR93_HUMAN	Immunoglobulin heavy constant gamma 3 (G3m marker)	IGHG3	Homo sapiens (Human)	377		adaptive immune response [GO:0002250]	immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; adaptive immune response [GO:0002250]	GO:0002250; GO:0005886; GO:0019814
A0AAG2T928	A0AAG2T928	unreviewed	A0AAG2T928_HUMAN	Immunoglobulin kappa variable 1-33	IGKV1-33	Homo sapiens (Human)	108				
A0AAG2TVE0	A0AAG2TVE0	unreviewed	A0AAG2TVE0_HUMAN	Ig-like domain-containing protein		Homo sapiens (Human)	117				
A0AAG2UUW0	A0AAG2UUW0	unreviewed	A0AAG2UUW0_HUMAN	Apolipoprotein B	APOB	Homo sapiens (Human)	4563				
A0M8Q6	A0M8Q6	reviewed	IGLC7_HUMAN	Immunoglobulin lambda constant 7 (Ig lambda-7 chain C region)	IGLC7	Homo sapiens (Human)	106		adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgD immunoglobulin complex [GO:0071738]; IgE immunoglobulin complex [GO:0071742]; IgG immunoglobulin complex [GO:0071735]; IgM immunoglobulin complex [GO:0071753]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; immunoglobulin mediated immune response [GO:0016064]	GO:0002250; GO:0003823; GO:0005576; GO:0005615; GO:0005886; GO:0016064; GO:0050853; GO:0071735; GO:0071738; GO:0071742; GO:0071745; GO:0071753
A6NGN9	A6NGN9	reviewed	IGLO5_HUMAN	IgLON family member 5	IGLON5	Homo sapiens (Human)	336			extracellular region [GO:0005576]	GO:0005576
B1AHL2	B1AHL2	unreviewed	B1AHL2_HUMAN	Fibulin-1	FBLN1	Homo sapiens (Human)	721		extracellular matrix organization [GO:0030198]	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; peptidase activator activity [GO:0016504]; extracellular matrix organization [GO:0030198]	GO:0005509; GO:0005576; GO:0016504; GO:0030198
B4E1Z4	B4E1Z4	unreviewed	B4E1Z4_HUMAN	Complement C2 (EC 3.4.21.43) (C3/C5 convertase)		Homo sapiens (Human)	1266		complement activation, classical pathway [GO:0006958]; innate immune response [GO:0045087]; proteolysis [GO:0006508]	extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; complement activation, classical pathway [GO:0006958]; innate immune response [GO:0045087]; proteolysis [GO:0006508]	GO:0004252; GO:0005576; GO:0006508; GO:0006958; GO:0045087
B7Z1Z5	B7Z1Z5	unreviewed	B7Z1Z5_HUMAN	Neurotrimin	NTM	Homo sapiens (Human)	355			plasma membrane [GO:0005886]; side of membrane [GO:0098552]	GO:0005886; GO:0098552
B9A064	B9A064	reviewed	IGLL5_HUMAN	Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1)	IGLL5	Homo sapiens (Human)	214		immunoglobulin mediated immune response [GO:0016064]	extracellular exosome [GO:0070062]; IgG immunoglobulin complex [GO:0071735]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064]	GO:0003823; GO:0016064; GO:0070062; GO:0071735
C9JE82	C9JE82	unreviewed	C9JE82_HUMAN	Calcium voltage-gated channel auxiliary subunit alpha2delta 2	CACNA2D2	Homo sapiens (Human)	1144			monoatomic ion channel complex [GO:0034702]; calcium channel activity [GO:0005262]	GO:0005262; GO:0034702
C9JGG1	C9JGG1	unreviewed	C9JGG1_HUMAN	Paired immunoglobin like type 2 receptor alpha	PILRA	Homo sapiens (Human)	166			cell periphery [GO:0071944]; membrane [GO:0016020]	GO:0016020; GO:0071944
C9JJ79	C9JJ79	unreviewed	C9JJ79_HUMAN	Paired immunoglobin like type 2 receptor alpha	PILRA	Homo sapiens (Human)	226			cell periphery [GO:0071944]; membrane [GO:0016020]	GO:0016020; GO:0071944
E7EUF1	E7EUF1	unreviewed	E7EUF1_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2	Homo sapiens (Human)	884		immune response [GO:0006955]	extracellular region [GO:0005576]; hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; immune response [GO:0006955]	GO:0003676; GO:0005044; GO:0005576; GO:0006955; GO:0016788; GO:0030247; GO:0046872
H0YAH3	H0YAH3	unreviewed	H0YAH3_HUMAN	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	GALNT7	Homo sapiens (Human)	657	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU361242}.	protein O-linked glycosylation [GO:0006493]	Golgi membrane [GO:0000139]; carbohydrate binding [GO:0030246]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; protein O-linked glycosylation [GO:0006493]	GO:0000139; GO:0004653; GO:0006493; GO:0030246
H0YDE5	H0YDE5	unreviewed	H0YDE5_HUMAN	KIAA1549 like	KIAA1549L	Homo sapiens (Human)	1416			membrane [GO:0016020]	GO:0016020
H0YLF3	H0YLF3	unreviewed	H0YLF3_HUMAN	Beta-2-microglobulin	B2M	Homo sapiens (Human)	71		antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]	extracellular region [GO:0005576]; MHC class I protein complex [GO:0042612]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]	GO:0002474; GO:0005576; GO:0042612
H7BYX6	H7BYX6	unreviewed	H7BYX6_HUMAN	Neural cell adhesion molecule 1	NCAM1	Homo sapiens (Human)	725		cell adhesion [GO:0007155]	cytosol [GO:0005829]; plasma membrane [GO:0005886]; cell adhesion [GO:0007155]	GO:0005829; GO:0005886; GO:0007155
H7C0L6	H7C0L6	unreviewed	H7C0L6_HUMAN	Neurofascin	NFASC	Homo sapiens (Human)	298			membrane [GO:0016020]	GO:0016020
K7ER74	K7ER74	unreviewed	K7ER74_HUMAN	Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2)	APOC4-APOC2	Homo sapiens (Human)	178		lipid catabolic process [GO:0016042]; lipid transport [GO:0006869]	chylomicron [GO:0042627]; high-density lipoprotein particle [GO:0034364]; low-density lipoprotein particle [GO:0034362]; very-low-density lipoprotein particle [GO:0034361]; enzyme activator activity [GO:0008047]; lipid catabolic process [GO:0016042]; lipid transport [GO:0006869]	GO:0006869; GO:0008047; GO:0016042; GO:0034361; GO:0034362; GO:0034364; GO:0042627
O00299	O00299	reviewed	CLIC1_HUMAN	Chloride intracellular channel protein 1 (Chloride channel ABP) (Glutaredoxin-like oxidoreductase CLIC1) (EC 1.8.-.-) (Glutathione-dependent dehydroascorbate reductase CLIC1) (EC 1.8.5.1) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)	CLIC1 G6 NCC27	Homo sapiens (Human)	241		chloride transport [GO:0006821]; platelet aggregation [GO:0070527]; positive regulation of osteoblast differentiation [GO:0045669]; regulation of mitochondrial membrane potential [GO:0051881]; signal transduction [GO:0007165]	blood microparticle [GO:0072562]; brush border [GO:0005903]; chloride channel complex [GO:0034707]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; cadherin binding [GO:0045296]; chloride channel activity [GO:0005254]; oxidoreductase activity [GO:0016491]; chloride transport [GO:0006821]; platelet aggregation [GO:0070527]; positive regulation of osteoblast differentiation [GO:0045669]; regulation of mitochondrial membrane potential [GO:0051881]; signal transduction [GO:0007165]	GO:0005254; GO:0005615; GO:0005634; GO:0005635; GO:0005737; GO:0005739; GO:0005783; GO:0005886; GO:0005903; GO:0006821; GO:0007165; GO:0016020; GO:0016491; GO:0031965; GO:0031982; GO:0034707; GO:0045296; GO:0045669; GO:0048471; GO:0051881; GO:0070062; GO:0070527; GO:0072562
O00391	O00391	reviewed	QSOX1_HUMAN	Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)	QSOX1 QSCN6 UNQ2520/PRO6013	Homo sapiens (Human)	747		extracellular matrix assembly [GO:0085029]; negative regulation of macroautophagy [GO:0016242]; protein folding [GO:0006457]	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intercellular bridge [GO:0045171]; intracellular membrane-bounded organelle [GO:0043231]; platelet alpha granule lumen [GO:0031093]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; FAD binding [GO:0071949]; flavin-dependent sulfhydryl oxidase activity [GO:0016971]; protein disulfide isomerase activity [GO:0003756]; extracellular matrix assembly [GO:0085029]; negative regulation of macroautophagy [GO:0016242]; protein folding [GO:0006457]	GO:0000139; GO:0003756; GO:0005576; GO:0005615; GO:0005788; GO:0005794; GO:0006457; GO:0016242; GO:0016971; GO:0031093; GO:0035580; GO:0043231; GO:0045171; GO:0070062; GO:0071949; GO:0085029; GO:1904724
O00462	O00462	reviewed	MANBA_HUMAN	Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase) (Mannase)	MANBA MANB1	Homo sapiens (Human)	879	PATHWAY: Glycan metabolism; N-glycan degradation. {ECO:0000269|PubMed:12890191, ECO:0000269|PubMed:30552791}.	glycoprotein catabolic process [GO:0006516]; oligosaccharide catabolic process [GO:0009313]; protein modification process [GO:0036211]	azurophil granule membrane [GO:0035577]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; beta-mannosidase activity [GO:0004567]; D-mannose binding [GO:0005537]; glycoprotein catabolic process [GO:0006516]; oligosaccharide catabolic process [GO:0009313]; protein modification process [GO:0036211]	GO:0004567; GO:0005537; GO:0005886; GO:0006516; GO:0009313; GO:0035577; GO:0036211; GO:0043202
O00533	O00533	reviewed	NCHL1_HUMAN	Neural cell adhesion molecule L1-like protein (Close homolog of L1) [Cleaved into: Processed neural cell adhesion molecule L1-like protein]	CHL1 CALL	Homo sapiens (Human)	1208		adult locomotory behavior [GO:0008344]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]; cognition [GO:0050890]; exploration behavior [GO:0035640]; negative regulation of neuron apoptotic process [GO:0043524]; neuron migration [GO:0001764]; signal transduction [GO:0007165]	apical part of cell [GO:0045177]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protease binding [GO:0002020]; adult locomotory behavior [GO:0008344]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]; cognition [GO:0050890]; exploration behavior [GO:0035640]; negative regulation of neuron apoptotic process [GO:0043524]; neuron migration [GO:0001764]; signal transduction [GO:0007165]	GO:0001764; GO:0002020; GO:0005886; GO:0007155; GO:0007165; GO:0007411; GO:0008344; GO:0016020; GO:0030425; GO:0035640; GO:0043524; GO:0045177; GO:0050890; GO:0070062
O00584	O00584	reviewed	RNT2_HUMAN	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	Homo sapiens (Human)	256		innate immune response [GO:0045087]; RNA catabolic process [GO:0006401]	azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; RNA nuclease activity [GO:0004540]; innate immune response [GO:0045087]; RNA catabolic process [GO:0006401]	GO:0003723; GO:0004521; GO:0004540; GO:0005576; GO:0005615; GO:0005758; GO:0005764; GO:0005788; GO:0006401; GO:0033897; GO:0035578; GO:0043202; GO:0045087; GO:0070062
O14498	O14498	reviewed	ISLR_HUMAN	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR UNQ189/PRO215	Homo sapiens (Human)	428		cell adhesion [GO:0007155]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet alpha granule lumen [GO:0031093]; cell adhesion [GO:0007155]	GO:0005576; GO:0007155; GO:0031093; GO:0070062
O14594	O14594	reviewed	NCAN_HUMAN	Neurocan core protein (Chondroitin sulfate proteoglycan 3)	NCAN CSPG3 NEUR	Homo sapiens (Human)	1321		cell adhesion [GO:0007155]; central nervous system development [GO:0007417]; glial cell differentiation [GO:0010001]; positive regulation of neuroblast proliferation [GO:0002052]; skeletal system development [GO:0001501]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; perineuronal net [GO:0072534]; synapse [GO:0045202]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; hyaluronic acid binding [GO:0005540]; cell adhesion [GO:0007155]; central nervous system development [GO:0007417]; glial cell differentiation [GO:0010001]; positive regulation of neuroblast proliferation [GO:0002052]; skeletal system development [GO:0001501]	GO:0001501; GO:0002052; GO:0005509; GO:0005540; GO:0005576; GO:0005615; GO:0005796; GO:0007155; GO:0007417; GO:0010001; GO:0030246; GO:0043202; GO:0045202; GO:0072534
O14773	O14773	reviewed	TPP1_HUMAN	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	TPP1 CLN2 GIG1 UNQ267/PRO304	Homo sapiens (Human)	563		bone resorption [GO:0045453]; central nervous system development [GO:0007417]; epithelial cell differentiation [GO:0030855]; lipid metabolic process [GO:0006629]; lysosomal protein catabolic process [GO:1905146]; lysosome organization [GO:0007040]; nervous system development [GO:0007399]; neuromuscular process controlling balance [GO:0050885]; peptide catabolic process [GO:0043171]; protein catabolic process [GO:0030163]; protein localization to chromosome, telomeric region [GO:0070198]; proteolysis [GO:0006508]	extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane raft [GO:0045121]; recycling endosome [GO:0055037]; endopeptidase activity [GO:0004175]; lysophosphatidic acid binding [GO:0035727]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; sulfatide binding [GO:0120146]; tripeptidyl-peptidase activity [GO:0008240]; bone resorption [GO:0045453]; central nervous system development [GO:0007417]; epithelial cell differentiation [GO:0030855]; lipid metabolic process [GO:0006629]; lysosomal protein catabolic process [GO:1905146]; lysosome organization [GO:0007040]; nervous system development [GO:0007399]; neuromuscular process controlling balance [GO:0050885]; peptide catabolic process [GO:0043171]; protein catabolic process [GO:0030163]; protein localization to chromosome, telomeric region [GO:0070198]; proteolysis [GO:0006508]	GO:0004175; GO:0004252; GO:0005764; GO:0005794; GO:0006508; GO:0006629; GO:0007040; GO:0007399; GO:0007417; GO:0008233; GO:0008236; GO:0008240; GO:0030163; GO:0030855; GO:0035727; GO:0042277; GO:0042470; GO:0043171; GO:0043202; GO:0045121; GO:0045453; GO:0046872; GO:0050885; GO:0055037; GO:0070062; GO:0070198; GO:0120146; GO:1905146
O14786	O14786	reviewed	NRP1_HUMAN	Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304)	NRP1 NRP VEGF165R	Homo sapiens (Human)	923		angiogenesis [GO:0001525]; angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; animal organ morphogenesis [GO:0009887]; artery morphogenesis [GO:0048844]; axon extension involved in axon guidance [GO:0048846]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; axonogenesis involved in innervation [GO:0060385]; basal dendrite arborization [GO:0150020]; basal dendrite development [GO:0150018]; branching involved in blood vessel morphogenesis [GO:0001569]; branchiomotor neuron axon guidance [GO:0021785]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell-cell signaling [GO:0007267]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; commissural neuron axon guidance [GO:0071679]; coronary artery morphogenesis [GO:0060982]; dichotomous subdivision of terminal units involved in salivary gland branching [GO:0060666]; dorsal root ganglion morphogenesis [GO:1904835]; endothelial cell chemotaxis [GO:0035767]; endothelial tip cell fate specification [GO:0097102]; facial nerve structural organization [GO:0021612]; facioacoustic ganglion development [GO:1903375]; gonadotrophin-releasing hormone neuronal migration to the hypothalamus [GO:0021828]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; integrin-mediated signaling pathway [GO:0007229]; motor neuron axon guidance [GO:0008045]; motor neuron migration [GO:0097475]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of neuron apoptotic process [GO:0043524]; neural crest cell migration [GO:0001755]; neural crest cell migration involved in autonomic nervous system development [GO:1901166]; neuron migration [GO:0001764]; neuropilin signaling pathway [GO:0038189]; otic placode development [GO:1905040]; outflow tract septum morphogenesis [GO:0003148]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive chemotaxis [GO:0050918]; positive regulation of angiogenesis [GO:0045766]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; postsynapse organization [GO:0099173]; protein localization to early endosome [GO:1902946]; regulation of Cdc42 protein signal transduction [GO:0032489]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; regulation of vesicle-mediated transport [GO:0060627]; renal artery morphogenesis [GO:0061441]; response to wounding [GO:0009611]; retina vasculature morphogenesis in camera-type eye [GO:0061299]; retinal ganglion cell axon guidance [GO:0031290]; semaphorin-plexin signaling pathway [GO:0071526]; sensory neuron axon guidance [GO:0097374]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; substrate-dependent cell migration, cell extension [GO:0006930]; symbiont entry into host cell [GO:0046718]; sympathetic ganglion development [GO:0061549]; sympathetic neuron projection extension [GO:0097490]; sympathetic neuron projection guidance [GO:0097491]; trigeminal ganglion development [GO:0061551]; trigeminal nerve structural organization [GO:0021637]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; vasculogenesis [GO:0001570]; VEGF-activated neuropilin signaling pathway [GO:0038190]; ventral trunk neural crest cell migration [GO:0036486]; vestibulocochlear nerve structural organization [GO:0021649]	axon [GO:0030424]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; mitochondrial membrane [GO:0031966]; neurofilament [GO:0005883]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; receptor complex [GO:0043235]; semaphorin receptor complex [GO:0002116]; sorting endosome [GO:0097443]; coreceptor activity [GO:0015026]; cytokine binding [GO:0019955]; growth factor binding [GO:0019838]; GTPase activator activity [GO:0005096]; heparin binding [GO:0008201]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901]; semaphorin receptor activity [GO:0017154]; vascular endothelial growth factor binding [GO:0038085]; vascular endothelial growth factor receptor activity [GO:0005021]; angiogenesis [GO:0001525]; angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; animal organ morphogenesis [GO:0009887]; artery morphogenesis [GO:0048844]; axon extension involved in axon guidance [GO:0048846]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; axonogenesis involved in innervation [GO:0060385]; basal dendrite arborization [GO:0150020]; basal dendrite development [GO:0150018]; branching involved in blood vessel morphogenesis [GO:0001569]; branchiomotor neuron axon guidance [GO:0021785]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell-cell signaling [GO:0007267]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; commissural neuron axon guidance [GO:0071679]; coronary artery morphogenesis [GO:0060982]; dichotomous subdivision of terminal units involved in salivary gland branching [GO:0060666]; dorsal root ganglion morphogenesis [GO:1904835]; endothelial cell chemotaxis [GO:0035767]; endothelial tip cell fate specification [GO:0097102]; facial nerve structural organization [GO:0021612]; facioacoustic ganglion development [GO:1903375]; gonadotrophin-releasing hormone neuronal migration to the hypothalamus [GO:0021828]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; integrin-mediated signaling pathway [GO:0007229]; motor neuron axon guidance [GO:0008045]; motor neuron migration [GO:0097475]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of neuron apoptotic process [GO:0043524]; neural crest cell migration [GO:0001755]; neural crest cell migration involved in autonomic nervous system development [GO:1901166]; neuron migration [GO:0001764]; neuropilin signaling pathway [GO:0038189]; otic placode development [GO:1905040]; outflow tract septum morphogenesis [GO:0003148]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive chemotaxis [GO:0050918]; positive regulation of angiogenesis [GO:0045766]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; postsynapse organization [GO:0099173]; protein localization to early endosome [GO:1902946]; regulation of Cdc42 protein signal transduction [GO:0032489]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; regulation of vesicle-mediated transport [GO:0060627]; renal artery morphogenesis [GO:0061441]; response to wounding [GO:0009611]; retina vasculature morphogenesis in camera-type eye [GO:0061299]; retinal ganglion cell axon guidance [GO:0031290]; semaphorin-plexin signaling pathway [GO:0071526]; sensory neuron axon guidance [GO:0097374]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; substrate-dependent cell migration, cell extension [GO:0006930]; symbiont entry into host cell [GO:0046718]; sympathetic ganglion development [GO:0061549]; sympathetic neuron projection extension [GO:0097490]; sympathetic neuron projection guidance [GO:0097491]; trigeminal ganglion development [GO:0061551]; trigeminal nerve structural organization [GO:0021637]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; vasculogenesis [GO:0001570]; VEGF-activated neuropilin signaling pathway [GO:0038190]; ventral trunk neural crest cell migration [GO:0036486]; vestibulocochlear nerve structural organization [GO:0021649]	GO:0001525; GO:0001569; GO:0001570; GO:0001755; GO:0001764; GO:0001938; GO:0002040; GO:0002042; GO:0002116; GO:0003148; GO:0005021; GO:0005096; GO:0005615; GO:0005769; GO:0005829; GO:0005883; GO:0005886; GO:0005925; GO:0006930; GO:0007165; GO:0007229; GO:0007267; GO:0007411; GO:0007413; GO:0008045; GO:0008201; GO:0009611; GO:0009887; GO:0010595; GO:0014911; GO:0015026; GO:0017154; GO:0019838; GO:0019901; GO:0019955; GO:0021612; GO:0021637; GO:0021649; GO:0021785; GO:0021828; GO:0030424; GO:0030947; GO:0031290; GO:0031410; GO:0031966; GO:0032489; GO:0035729; GO:0035767; GO:0035924; GO:0036486; GO:0038085; GO:0038189; GO:0038190; GO:0043005; GO:0043235; GO:0043524; GO:0045211; GO:0045766; GO:0046718; GO:0046872; GO:0048008; GO:0048010; GO:0048012; GO:0048842; GO:0048843; GO:0048844; GO:0048846; GO:0050731; GO:0050918; GO:0051491; GO:0051496; GO:0051894; GO:0060385; GO:0060627; GO:0060666; GO:0060978; GO:0060982; GO:0061299; GO:0061441; GO:0061549; GO:0061551; GO:0070374; GO:0071526; GO:0071679; GO:0090050; GO:0097102; GO:0097374; GO:0097443; GO:0097475; GO:0097490; GO:0097491; GO:0098978; GO:0099173; GO:0150018; GO:0150020; GO:1900026; GO:1901166; GO:1902946; GO:1903375; GO:1904835; GO:1905040; GO:2001237
