Entry	Entry Name	Protein names	Gene Names	GO
P20774	MIME_HUMAN	Mimecan (Osteoglycin) (Osteoinductive factor) (OIF)	OGN OIF SLRR3A	other
Q9NRN5	OLFL3_HUMAN	Olfactomedin-like protein 3 (HNOEL-iso) (hOLF44)	OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294	signal transduction [GO:0007165]
Q99983	OMD_HUMAN	Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD)	OMD SLRR2C UNQ190/PRO216	cell adhesion [GO:0007155]
P23515	OMGP_HUMAN	Oligodendrocyte-myelin glycoprotein	OMG OMGP	cell adhesion [GO:0007155]
Q14982	OPCM_HUMAN	Opioid-binding protein/cell adhesion molecule (OBCAM) (OPCML) (Opioid-binding cell adhesion molecule) (IgLON family member 1)	OPCML IGLON1 OBCAM	cell adhesion [GO:0007155]
P02763	A1AG1_HUMAN	Alpha-1-acid glycoprotein 1 (AGP 1) (Orosomucoid-1) (OMD 1)	ORM1 AGP1	inflammatory response [GO:0006954]
P19652	A1AG2_HUMAN	Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2)	ORM2 AGP2	acute-phase response [GO:0006953]
Q8IYS5	OSCAR_HUMAN	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (hOSCAR) (Polymeric immunoglobulin receptor 3) (PIgR-3) (PIgR3) (Poly-Ig receptor 3)	OSCAR	other
P07237	PDIA1_HUMAN	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)	P4HB ERBA2L PDI PDIA1 PO4DB	protein folding [GO:0006457]
P19021	AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]	PAM	other
O95428	PPN_HUMAN	Papilin	PAPLN UNQ2420/PRO4977	extracellular matrix organization [GO:0030198]
Q08174	PCDH1_HUMAN	Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)	PCDH1	cell adhesion [GO:0007155]
Q9P2E7	PCD10_HUMAN	Protocadherin-10	PCDH10 KIAA1400	cell adhesion [GO:0007155]
O14917	PCD17_HUMAN	Protocadherin-17 (Protocadherin-68)	PCDH17 PCDH68 PCH68	cell adhesion [GO:0007155]
O60245	PCDH7_HUMAN	Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh)	PCDH7 BHPCDH	cell adhesion [GO:0007155]
Q9HC56	PCDH9_HUMAN	Protocadherin-9	PCDH9	cell adhesion [GO:0007155]
Q9Y5I4	PCDC2_HUMAN	Protocadherin alpha-C2 (PCDH-alpha-C2)	PCDHAC2	cell adhesion [GO:0007155]
P22061	PIMT_HUMAN	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	PCMT1	other
Q15113	PCOC1_HUMAN	Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer)	PCOLCE PCPE1	proteolysis [GO:0006508]
Q9UHG2	PCS1N_HUMAN	ProSAAS (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP; Big SAAS (b-SAAS); Little SAAS (l-SAAS) (N-proSAAS); Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)); PEN; Little LEN (l-LEN); Big LEN (b-LEN) (SAAS CT(25-40))]	PCSK1N	neuropeptide signaling pathway [GO:0007218]
Q8NBP7	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	apoptotic process [GO:0006915]
P01127	PDGFB_HUMAN	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	PDGFB PDGF2 SIS	positive regulation of gene expression [GO:0010628]
P30101	PDIA3_HUMAN	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)	PDIA3 ERP57 ERP60 GRP58	adaptive immune response [GO:0002250]
P30086	PEBP1_HUMAN	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	PEBP1 PBP PEBP	other
Q96S96	PEBP4_HUMAN	Phosphatidylethanolamine-binding protein 4 (PEBP-4) (hPEBP4) (Protein cousin-of-RKIP 1)	PEBP4 CORK1 UNQ1933/PRO4408	other
P01210	PENK_HUMAN	Proenkephalin-A [Cleaved into: Synenkephalin; Met-enkephalin (Opioid growth factor) (OGF); PENK(114-133); PENK(143-183); Met-enkephalin-Arg-Gly-Leu; Leu-enkephalin; PENK(237-258); Met-enkephalin-Arg-Phe]	PENK	signal transduction [GO:0007165]
P12955	PEPD_HUMAN	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	PEPD PRD	proteolysis [GO:0006508]
P07737	PROF1_HUMAN	Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I)	PFN1	protein stabilization [GO:0050821]
P18669	PGAM1_HUMAN	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1 PGAMA CDABP0006	other
Q96PD5	PGRP2_HUMAN	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L)	PGLYRP2 PGLYRPL PGRPL UNQ3103/PRO10102	innate immune response [GO:0045087]
Q6UXB8	PI16_HUMAN	Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364)	PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328	other
Q96FE7	P3IP1_HUMAN	Phosphoinositide-3-kinase-interacting protein 1 (PI3K-interacting protein 1) (Kringle domain-containing protein HGFL)	PIK3IP1 HGFL	other
C9JGG1	C9JGG1_HUMAN	Paired immunoglobin like type 2 receptor alpha	PILRA	other
C9JGG1;C9JJ79	C9JGG1_HUMAN; C9JJ79_HUMAN	Paired immunoglobin like type 2 receptor alpha; Paired immunoglobin like type 2 receptor alpha	PILRA; PILRA	other
Q9GZP4	PITH1_HUMAN	PITH domain-containing protein 1	PITHD1 C1orf128 AD039 HT014 PP603	other
P14618	KPYM_HUMAN	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2) (p58)	PKM OIP3 PK2 PK3 PKM2	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q8IV08	PLD3_HUMAN	5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (HindIII K4L homolog) (Hu-K4) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3) (PLD 3)	PLD3	inflammatory response [GO:0006954]
P00747	PLMN_HUMAN	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	PLG	proteolysis [GO:0006508]
P55058	PLTP_HUMAN	Phospholipid transfer protein (Lipid transfer protein II)	PLTP	lipid metabolic process [GO:0006629]
Q6UX71	PXDC2_HUMAN	Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)	PLXDC2 TEM7R UNQ2514/PRO6003	other
O43157	PLXB1_HUMAN	Plexin-B1 (Semaphorin receptor SEP)	PLXNB1 KIAA0407 PLXN5 SEP	cell migration [GO:0016477]
O15031	PLXB2_HUMAN	Plexin-B2 (MM1)	PLXNB2 KIAA0315	homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
Q9NZ53	PDXL2_HUMAN	Podocalyxin-like protein 2 (Endoglycan)	PODXL2 UNQ1861/PRO3742	other
Q8WZA1	PMGT1_HUMAN	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1) (EC 2.4.1.-) (UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2) (GnT I.2)	POMGNT1 MGAT1.2 UNQ746/PRO1475	gene expression [GO:0010467]
P27169	PON1_HUMAN	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	PON1 PON	cholesterol metabolic process [GO:0008203]
Q15166	PON3_HUMAN	Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1)	PON3	other
P62937	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	PPIA CYPA	apoptotic process [GO:0006915]
P23284	PPIB_HUMAN	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	PPIB CYPB	protein folding [GO:0006457]
P45877	PPIC_HUMAN	Peptidyl-prolyl cis-trans isomerase C (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (Rotamase C)	PPIC CYPC	protein folding [GO:0006457]
Q96NZ9	PRAP1_HUMAN	Proline-rich acidic protein 1 (Epididymis tissue protein Li 178) (Uterine-specific proline-rich acidic protein)	PRAP1 UPA UNQ608/PRO1195	negative regulation of apoptotic process [GO:0043066]
P42785	PCP_HUMAN	Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)	PRCP PCP	proteolysis [GO:0006508]
Q06830	PRDX1_HUMAN	Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)	PRDX1 PAGA PAGB TDPX2	skeletal system development [GO:0001501]
P32119	PRDX2_HUMAN	Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)	PRDX2 NKEFB TDPX1	negative regulation of apoptotic process [GO:0043066]
P51888	PRELP_HUMAN	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	PRELP SLRR2A	skeletal system development [GO:0001501]
P14314	GLU2B_HUMAN	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	PRKCSH G19P1	other
P04156	PRIO_HUMAN	Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)	PRNP ALTPRP PRIP PRP	negative regulation of apoptotic process [GO:0043066]
P04070	PROC_HUMAN	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	PROC	proteolysis [GO:0006508]
Q9UNN8	EPCR_HUMAN	Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201)	PROCR EPCR	blood coagulation [GO:0007596]
P07225	PROS_HUMAN	Vitamin K-dependent protein S	PROS1 PROS	blood coagulation [GO:0007596]
P22891	PROZ_HUMAN	Vitamin K-dependent protein Z	PROZ	proteolysis [GO:0006508]
P07602	SAP_HUMAN	Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]	PSAP GLBA SAP1	other
P41222	PTGDS_HUMAN	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	PTGDS PDS	gene expression [GO:0010467]
P23468	PTPRD_HUMAN	Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)	PTPRD	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]
P10586	PTPRF_HUMAN	Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)	PTPRF LAR	cell adhesion [GO:0007155]
P23470	PTPRG_HUMAN	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG PTPG	negative regulation of neuron projection development [GO:0010977]
Q15262	PTPRK_HUMAN	Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)	PTPRK PTPK	cell adhesion [GO:0007155]
Q16849	PTPRN_HUMAN	Receptor-type tyrosine-protein phosphatase-like N (R-PTP-N) (Islet cell antigen 512) (ICA 512) (Islet cell autoantigen 3) (PTP IA-2) [Cleaved into: ICA512-N-terminal fragment (ICA512-NTF); ICA512-transmembrane fragment (ICA512-TMF); ICA512-cleaved cytosolic fragment (ICA512-CCF)]	PTPRN ICA3 ICA512	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q92932	PTPR2_HUMAN	Receptor-type tyrosine-protein phosphatase N2 (R-PTP-N2) (EC 3.1.3.-) (EC 3.1.3.48) (Islet cell autoantigen-related protein) (IAR) (ICAAR) (Phogrin) [Cleaved into: IA-2beta60]	PTPRN2 KIAA0387	lipid metabolic process [GO:0006629]
Q13332	PTPRS_HUMAN	Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)	PTPRS	negative regulation of neuron projection development [GO:0010977]
P23471	PTPRZ_HUMAN	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ	central nervous system development [GO:0007417]
P20472	PRVA_HUMAN	Parvalbumin alpha	PVALB	gene expression [GO:0010467]
P09417	DHPR_HUMAN	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1)	QDPR DHPR SDR33C1	other
Q16769	QPCT_HUMAN	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)	QPCT	other
O00391	QSOX1_HUMAN	Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)	QSOX1 QSCN6 UNQ2520/PRO6013	protein folding [GO:0006457]
Q99969	RARR2_HUMAN	Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein)	RARRES2 TIG2	innate immune response [GO:0045087]
P02753	RET4_HUMAN	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)]	RBP4 PRO2222	other
P78509	RELN_HUMAN	Reelin (EC 3.4.21.-)	RELN	cell adhesion [GO:0007155]
Q96B86	RGMA_HUMAN	Repulsive guidance molecule A (RGM domain family member A)	RGMA RGM	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q6NW40	RGMB_HUMAN	Repulsive guidance molecule B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON)	RGMB	cell adhesion [GO:0007155]
P34096	RNAS4_HUMAN	Ribonuclease 4 (RNase 4) (EC 3.1.27.-)	RNASE4 RNS4	antibacterial humoral response [GO:0019731]
Q93091	RNAS6_HUMAN	Ribonuclease K6 (RNase K6) (EC 3.1.27.-)	RNASE6 RNS6	innate immune response [GO:0045087]
O00584	RNT2_HUMAN	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	innate immune response [GO:0045087]
Q9Y6N7	ROBO1_HUMAN	Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)	ROBO1 DUTT1	cell adhesion [GO:0007155]
P62979	RS27A_HUMAN	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]	RPS27A UBA80 UBCEP1	other
Q9BZR6	RTN4R_HUMAN	Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor)	RTN4R NOGOR UNQ330/PRO526	cell surface receptor signaling pathway [GO:0007166]
Q86UN2	R4RL1_HUMAN	Reticulon-4 receptor-like 1 (Nogo receptor-like 2) (Nogo-66 receptor homolog 2) (Nogo-66 receptor-related protein 3) (NgR3)	RTN4RL1 NGRH2 NGRL2	negative regulation of neuron projection development [GO:0010977]
Q86UN3	R4RL2_HUMAN	Reticulon-4 receptor-like 2 (Nogo receptor-like 3) (Nogo-66 receptor homolog 1) (Nogo-66 receptor-related protein 2) (NgR2)	RTN4RL2 NGRH1 NGRL3	cell surface receptor signaling pathway [GO:0007166]
P05109	S10A8_HUMAN	Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen) (CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8) (MRP-8) (p8) (S100 calcium-binding protein A8) (Urinary stone protein band A)	S100A8 CAGA CFAG MRP8	innate immune response [GO:0045087]
P06702	S10A9_HUMAN	Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)	S100A9 CAGB CFAG MRP14	innate immune response [GO:0045087]
P04271	S100B_HUMAN	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100B	cell adhesion [GO:0007155]
A0A096LPE2	A0A096LPE2_HUMAN	SAA2-SAA4 readthrough	SAA2-SAA4	acute-phase response [GO:0006953]
P13521	SCG2_HUMAN	Secretogranin-2 (Chromogranin-C) (Secretogranin II) (SgII) [Cleaved into: Secretoneurin (SN); Manserin]	SCG2 CHGC	inflammatory response [GO:0006954]
Q8WXD2	SCG3_HUMAN	Secretogranin-3 (Secretogranin III) (SgIII)	SCG3 UNQ2502/PRO5990	other
P05408	7B2_HUMAN	Neuroendocrine protein 7B2 (Pituitary polypeptide) (Secretogranin V) (Secretogranin-5) (Secretory granule endocrine protein I) [Cleaved into: N-terminal peptide; C-terminal peptide]	SCG5 SGNE1	neuropeptide signaling pathway [GO:0007218]
Q9NY72	SCN3B_HUMAN	Sodium channel regulatory subunit beta-3	SCN3B KIAA1158	nervous system development [GO:0007399]
Q9BRK5	CAB45_HUMAN	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	SDF4 CAB45 PSEC0034	response to ethanol [GO:0045471]
Q13228	SBP1_HUMAN	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	SELENBP1 SBP	other
Q8WWX9	SELM_HUMAN	Selenoprotein M (SelM)	SELENOM SELM	other
P49908	SEPP1_HUMAN	Selenoprotein P (SeP)	SELENOP SELP SEPP1	locomotory behavior [GO:0007626]
P14151	LYAM1_HUMAN	L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)	SELL LNHR LYAM1	cell adhesion [GO:0007155]
Q9NS98	SEM3G_HUMAN	Semaphorin-3G (Semaphorin sem2)	SEMA3G	axon guidance [GO:0007411]
Q9NPR2	SEM4B_HUMAN	Semaphorin-4B (Semaphorin-C)	SEMA4B KIAA1745 SEMAC UNQ749/PRO1480	axon guidance [GO:0007411]
O75326	SEM7A_HUMAN	Semaphorin-7A (CDw108) (JMH blood group antigen) (John-Milton-Hargen human blood group Ag) (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108)	SEMA7A CD108 SEMAL	immune response [GO:0006955]
P01009	A1AT_HUMAN	Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT (SPAAT)]	SERPINA1 AAT PI PRO0684 PRO2209	blood coagulation [GO:0007596]
A0A024R6N5	A0A024R6N5_HUMAN	Serpin family A member 1 (Serpin peptidase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 1, isoform CRA_a)	SERPINA1 hCG_2029168	other
P01011	AACT_HUMAN	Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less]	SERPINA3 AACT GIG24 GIG25	inflammatory response [GO:0006954]
P29622	KAIN_HUMAN	Kallistatin (Kallikrein inhibitor) (Peptidase inhibitor 4) (PI-4) (Serpin A4)	SERPINA4 KST PI4	other
P05154	IPSP_HUMAN	Plasma serine protease inhibitor (Acrosomal serine protease inhibitor) (Plasminogen activator inhibitor 3) (PAI-3) (PAI3) (Protein C inhibitor) (PCI) (Serpin A5)	SERPINA5 PCI PLANH3 PROCI	spermatogenesis [GO:0007283]
P08185	CBG_HUMAN	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)	SERPINA6 CBG	other
P05543	THBG_HUMAN	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)	SERPINA7 TBG	other
P30740	ILEU_HUMAN	Leukocyte elastase inhibitor (LEI) (Monocyte/neutrophil elastase inhibitor) (EI) (M/NEI) (Peptidase inhibitor 2) (PI-2) (Serpin B1)	SERPINB1 ELANH2 MNEI PI2	negative regulation of cell migration [GO:0030336]
P35237	SPB6_HUMAN	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)	SERPINB6 PI6 PTI	other
P01008	ANT3_HUMAN	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309	blood coagulation [GO:0007596]
P05546	HEP2_HUMAN	Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (HLS2) (Serpin D1)	SERPIND1 HCF2	blood coagulation [GO:0007596]
P36955	PEDF_HUMAN	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	SERPINF1 PEDF PIG35	positive regulation of neuron projection development [GO:0010976]
P08697	A2AP_HUMAN	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	SERPINF2 AAP PLI	positive regulation of ERK1 and ERK2 cascade [GO:0070374]
P05155	IC1_HUMAN	Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1)	SERPING1 C1IN C1NH	innate immune response [GO:0045087]
Q99574	NEUS_HUMAN	Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serpin I1)	SERPINI1 PI12	central nervous system development [GO:0007417]
Q53EL9	SEZ6_HUMAN	Seizure protein 6 homolog (SEZ-6) (hSEZ-6)	SEZ6	other
Q9BYH1	SE6L1_HUMAN	Seizure 6-like protein	SEZ6L KIAA0927 UNQ2542/PRO6094	other
A0A087WYL5	A0A087WYL5_HUMAN	Seizure related 6 homolog like 2	SEZ6L2	other
O43556	SGCE_HUMAN	Epsilon-sarcoglycan (Epsilon-SG)	SGCE ESG UNQ433/PRO840	cell-matrix adhesion [GO:0007160]
O75368	SH3L1_HUMAN	Adapter SH3BGRL (SH3 domain-binding glutamic acid-rich-like protein 1)	SH3BGRL	other
Q9H299	SH3L3_HUMAN	SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (SH3BP-1) (TNF inhibitory protein B1) (TIP-B1)	SH3BGRL3 P1725	other
P04278	SHBG_HUMAN	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	SHBG	other
Q6ZSJ9	SHSA6_HUMAN	Protein shisa-6	SHISA6	spermatogenesis [GO:0007283]
Q9HAT2	SIAE_HUMAN	Sialate O-acetylesterase (EC 3.1.1.53) (H-Lse) (Sialic acid-specific 9-O-acetylesterase)	SIAE YSG2	carbohydrate metabolic process [GO:0005975]
P78324	SHPS1_HUMAN	Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a)	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	cell adhesion [GO:0007155]
Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10)	SLC39A10 KIAA1265 ZIP10	other
